GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,WB_LI,2007,2007,Low-income,,VNM,Viet Nam,,97400,97400.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,97772,97772.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,94867,94867.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,98804,98804.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,WB_LI,1992,1992,Low-income,,VNM,Viet Nam,,56594,56594.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,WB_LI,1995,1995,Low-income,,VNM,Viet Nam,,55739,55739.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,WB_LI,2003,2003,Low-income,,VNM,Viet Nam,,92741,92741.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,WB_LI,2006,2006,Low-income,,VNM,Viet Nam,,97363,97363.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases (TB_c_newinc),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,95036,95036.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,WB_LI,1996,1996,Low-income,,VNM,Viet Nam,,12761,12761.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,WB_LI,1997,1997,Low-income,,VNM,Viet Nam,,16507,16507.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,WB_LI,1998,1998,Low-income,,VNM,Viet Nam,,17202,17202.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,WB_LI,1999,1999,Low-income,,VNM,Viet Nam,,17729,17729.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LI,2000,2000,Low-income,,VNM,Viet Nam,,17993,17993.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,WB_LI,2001,2001,Low-income,,VNM,Viet Nam,,17109,17109.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,WB_LI,2002,2002,Low-income,,VNM,Viet Nam,,18282,18282.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,WB_LI,2004,2004,Low-income,,VNM,Viet Nam,,16961,16961.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,16429,16429.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,WB_LI,2007,2007,Low-income,,VNM,Viet Nam,,17554,17554.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,19056,19056.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,18237,18237.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,20373,20373.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,WB_LI,1995,1995,Low-income,,VNM,Viet Nam,,8379,8379.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,WB_LI,2003,2003,Low-income,,VNM,Viet Nam,,16791,16791.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,WB_LI,2006,2006,Low-income,,VNM,Viet Nam,,16645,16645.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,18612,18612.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,WB_LI,2012,2012,Low-income,,VNM,Viet Nam,,21706,21706.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,WB_LI,1997,1997,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LI,2000,2000,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,WB_LI,2002,2002,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,WB_LI,2004,2004,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,WB_LI,2003,2003,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,2678,2678.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,WB_LI,2012,2012,Low-income,,VNM,Viet Nam,,3210,3210.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,WB_LI,1996,1996,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,WB_LI,2001,2001,Low-income,,VNM,Viet Nam,,543,543.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,WB_LI,2004,2004,Low-income,,VNM,Viet Nam,,522,522.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,577,577.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,WB_LI,2007,2007,Low-income,,VNM,Viet Nam,,599,599.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,583,583.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,595,595.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,621,621.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,WB_LI,2003,2003,Low-income,,VNM,Viet Nam,,491,491.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,WB_LI,2006,2006,Low-income,,VNM,Viet Nam,,558,558.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,628,628.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,WB_LI,2012,2012,Low-income,,VNM,Viet Nam,,567,567.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,WB_LI,1996,1996,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,WB_LI,2001,2001,Low-income,,VNM,Viet Nam,,190,190.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,WB_LI,2004,2004,Low-income,,VNM,Viet Nam,,251,251.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,399,399.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,WB_LI,2007,2007,Low-income,,VNM,Viet Nam,,345,345.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,329,329.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,385,385.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,376,376.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,WB_LI,2003,2003,Low-income,,VNM,Viet Nam,,189,189.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,WB_LI,2006,2006,Low-income,,VNM,Viet Nam,,363,363.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,358,358.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,WB_LI,2012,2012,Low-income,,VNM,Viet Nam,,494,494.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,WB_LI,1996,1996,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,WB_LI,2001,2001,Low-income,,VNM,Viet Nam,,733,733.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,WB_LI,2002,2002,Low-income,,VNM,Viet Nam,,675,675.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LI,2005,2005,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,WB_LI,2008,2008,Low-income,,VNM,Viet Nam,,0,0.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LI,2010,2010,Low-income,,VNM,Viet Nam,,594,594.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,WB_LI,2011,2011,Low-income,,VNM,Viet Nam,,717,717.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,WB_LI,2009,2009,Low-income,,VNM,Viet Nam,,345,345.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,WB_LI,2012,2012,Low-income,,VNM,Viet Nam,,733,733.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,WB_LI,1994,1994,Low-income,,VNM,Viet Nam,,91,91.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,WB_LI,1995,1995,Low-income,,VNM,Viet Nam,,89,89.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,WB_LI,1996,1996,Low-income,,VNM,Viet Nam,,89,89.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,WB_LI,1997,1997,Low-income,,VNM,Viet Nam,,85,85.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,WB_LI,1998,1998,Low-income,,VNM,Viet Nam,,92,92.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,WB_LI,1999,1999,Low-income,,VNM,Viet Nam,,92,92.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LI,2000,2000,Low-income,,VNM,Viet Nam,,92,92.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,WB_LI,2001,2001,Low-income,,VNM,Viet Nam,,93,93.00000,,,,,
MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/332,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,WB_LI,2002,2002,Low-income,,VNM,Viet Nam,,92,92.00000,,,,,
