,GHO (CODE),GHO (DISPLAY),YEAR (CODE),YEAR (DISPLAY),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
139,TB_e_prev_num,Number of prevalent tuberculosis cases,2004.0,2004,WPR,Western Pacific,,WB_LMI,2004,2004,Lower-middle-income,,VNM,Viet Nam, 250 000 [ 110 000- 440 000],250000.00000,110000.0,440000.0,,,
140,TB_e_prev_num,Number of prevalent tuberculosis cases,2005.0,2005,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam, 240 000 [ 110 000- 430 000],240000.00000,110000.0,430000.0,,,
141,TB_e_prev_num,Number of prevalent tuberculosis cases,2006.0,2006,WPR,Western Pacific,,WB_LMI,2006,2006,Lower-middle-income,,VNM,Viet Nam, 240 000 [ 110 000- 420 000],240000.00000,110000.0,420000.0,,,
142,TB_e_prev_num,Number of prevalent tuberculosis cases,2007.0,2007,WPR,Western Pacific,,WB_LMI,2007,2007,Lower-middle-income,,VNM,Viet Nam, 230 000 [ 100 000- 400 000],230000.00000,100000.0,400000.0,,,
143,TB_e_prev_num,Number of prevalent tuberculosis cases,2008.0,2008,WPR,Western Pacific,,WB_LMI,2008,2008,Lower-middle-income,,VNM,Viet Nam, 220 000 [ 98 000- 390 000],220000.00000,98000.0,390000.0,,,
144,TB_e_prev_num,Number of prevalent tuberculosis cases,2009.0,2009,WPR,Western Pacific,,WB_LMI,2009,2009,Lower-middle-income,,VNM,Viet Nam, 210 000 [ 93 000- 380 000],210000.00000,93000.0,380000.0,,,
145,TB_e_prev_num,Number of prevalent tuberculosis cases,2010.0,2010,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam, 210 000 [ 90 000- 370 000],210000.00000,90000.0,370000.0,,,
146,TB_e_prev_num,Number of prevalent tuberculosis cases,2011.0,2011,WPR,Western Pacific,,WB_LMI,2011,2011,Lower-middle-income,,VNM,Viet Nam, 200 000 [ 86 000- 370 000],200000.00000,86000.0,370000.0,,,
147,TB_e_prev_num,Number of prevalent tuberculosis cases,2012.0,2012,WPR,Western Pacific,,WB_LMI,2012,2012,Lower-middle-income,,VNM,Viet Nam, 200 000 [ 82 000- 360 000],200000.00000,82000.0,360000.0,,,
148,TB_e_prev_num,Number of prevalent tuberculosis cases,2013.0,2013,WPR,Western Pacific,,WB_LMI,2013,2013,Lower-middle-income,,VNM,Viet Nam, 190 000 [ 79 000- 350 000],190000.00000,79000.0,350000.0,,,
149,TB_e_prev_num,Number of prevalent tuberculosis cases,2014.0,2014,WPR,Western Pacific,,WB_LMI,2014,2014,Lower-middle-income,,VNM,Viet Nam, 180 000 [ 76 000- 330 000],180000.00000,76000.0,330000.0,,,
